short_name,long_name,dob,club,overall,potential,value_eur,wage_eur,team_position,preferred_foot,influencer
J. Sánchez,jORGE ALBERTO SÁNCHEZ LÓPEZ,1993-02-14,Atlético de San Luis,. 66   ,68,775000,4000,LDM,Right,False
C. Giraldo,Cesar augusto giraldo peláez,1989-09-24,Unión Magdalena,. 66   ,68,550000,1000,SUB,Left,False
A. Bušuladžić,AZER BUŠULADŽIĆ,1991-11-12,Arka Gdynia,. 66   ,68,675000,2000,LDM,Right,False
Hwang Hyun Soo,황현수 黄贤秀,1995-07-22,FC Seoul,. 66   ,68,700000,2000,LCB,Right,False
M. Wostry,markus wostry,1992-07-19,LASK Linz,. 66   ,68,700000,3000,SUB,Right,False
R. Renner,rENE RENNER,1993-11-29,LASK Linz,. 66   ,68,775000,4000,LM,Left,False
M. Szwoch,MATEUSZ SZWOCH,1993-03-19,Wisła Płock,. 66   ,68,775000,2000,CAM,Right,False
C. Doidge,christian doidge,1992-08-25,Hibernian,. 66   ,68,800000,3000,SUB,Right,False
M. Salazar,mICHAEL DWANE SALAZAR JR.,1992-11-15,Houston Dynamo,. 66   ,68,800000,3000,SUB,Right,False
Ko Seung Beom,고승범 高承范,1994-04-24,Suwon Samsung Bluewings,. 66   ,68,775000,2000,SUB,Right,False
K. Dougall,kENNY DOUGALL,1993-05-07,Barnsley,. 66   ,68,700000,4000,SUB,Right,False
O. Bogle,OMAR BOGLE,1993-07-26,Cardiff City,. 66   ,68,800000,9000,SUB,Left,False
T. Ogihara,扇原 貴宏,1991-10-05,Yokohama F. Marinos,. 66   ,68,675000,2000,LDM,Left,False
M. Dube,MTHOKOZISI DUBE,1992-09-10,Orlando Pirates,. 66   ,68,675000,1000,RB,Right,False
C. Rismark,CHRISTIAN EGGEN RISMARK,1991-08-01,SK Brann,. 66   ,68,675000,2000,SUB,Left,False
D. Watari,渡 大生,1993-06-25,Sanfrecce Hiroshima,. 66   ,68,800000,4000,SUB,Right,False
S. Gbegnon,Simon gbegnon,1992-03-27,CD Mirandés,. 66   ,68,675000,3000,SUB,Right,False
Q. Jansen,QUINT JANSEN,1990-09-10,Mjøndalen IF,. 66   ,68,650000,2000,RCB,Right,False
A. M'hamdi,ABDELALI M'HAMDI,1991-11-29,Abha Club,. 66   ,68,550000,5000,GK,Right,False
Rafael Gava,RAFAEL GUSTAVO MENEGHEL GAVA,1993-05-20,FC Paços de Ferreira,. 66   ,68,775000,3000,SUB,Right,False
A. Atouchi,amine atouchi,1992-01-07,Abha Club,. 66   ,68,675000,6000,SUB,Right,False
N. Ravaglia,Nicola ravaglia,1988-12-12,US Cremonese,. 66   ,67,500000,1000,SUB,Right,False
Guarrotxena,iker guarrotxena vallejo,1992-12-06,Pogoń Szczecin,. 66   ,67,750000,2000,LM,Right,False
P. Mandanda,PARFAIT MANDANDA,1989-10-10,Sporting de Charleroi,. 66   ,67,525000,4000,SUB,Right,False
C. Sloth,casper sloth,1992-03-26,Motherwell,. 66   ,67,725000,3000,SUB,Right,False
L. Hyam,LUKE HYAM,1991-10-24,Southend United,. 66   ,67,725000,3000,RCM,Right,False
H. Hansson,hALLUR HANSSON,1992-07-08,AC Horsens,. 66   ,67,750000,4000,LCM,Right,False
H. Pell,hARRY PELL,1991-10-21,Colchester United,. 66   ,67,650000,5000,SUB,Right,False
R. Benson,Robbie benson,1992-05-07,Dundalk,. 66   ,67,725000,1000,SUB,Left,False
B. Kopacz,Bartosz kopacz,1992-05-12,Zagłębie Lubin,. 66   ,67,650000,2000,RB,Right,False
A. Donnarumma,antonio donnarumma,1990-07-07,Milan,. 66   ,67,550000,8000,RES,Right,False
J. Tallo,gadji celi carmen junior tallo,1992-12-21,FC Chambly Oise,. 66   ,67,775000,2000,LS,Right,False
S. May,stevie may,1992-11-03,Aberdeen,. 66   ,67,775000,3000,SUB,Right,False
A. De Vitis,alessandro de vitis,1992-02-15,Pisa,. 66   ,67,650000,1000,SUB,Right,False
Ryu Won Woo,류원우 刘源佑,1990-08-05,Pohang Steelers,. 66   ,67,550000,2000,SUB,Left,False
J. Day,Joe day,1990-08-13,Cardiff City,. 66   ,67,550000,6000,RES,Left,False
A. Schalk,alex schalk,1992-08-07,Servette FC,. 66   ,67,775000,5000,SUB,Right,False
R. Pietrzak,RAFAŁ PIETRZAK,1992-01-30,Royal Excel Mouscron,. 66   ,67,650000,4000,LWB,Left,False
N. Bakker,Nick bakker,1992-07-21,FC Emmen,. 66   ,67,675000,2000,LCB,Left,False
D. De Belder,dylan de belder,1992-04-03,KSV Cercle Brugge,. 66   ,67,750000,5000,SUB,Right,False
S. Kroon,simon kroon,1993-06-16,Östersunds FK,. 66   ,67,750000,2000,SUB,Right,False
Z. Tripić,ZLATKO TRIPIĆ,1992-12-02,Viking FK,. 66   ,67,750000,2000,LW,Right,False
B. Valette,BAPTISTE VALETTE,1992-09-01,AS Nancy Lorraine,. 66   ,67,550000,2000,GK,Right,False
M. Thiede,marco thiede,1992-05-20,Karlsruher SC,. 66   ,67,650000,4000,RB,Right,False
M. Busellato,massimiliano busellato,1993-04-23,Pescara,. 66   ,67,750000,2000,SUB,Right,False
G. De Luca,GIUSEPPE DE LUCA,1991-10-11,Virtus Entella,. 66   ,67,750000,1000,SUB,Right,False
F. Diarra,FANTAMADY DIARRA,1992-02-11,La Berrichonne de Châteauroux,. 66   ,67,750000,2000,ST,Right,False
J. Bartkowski,Jakub bartkowski,1991-11-07,Pogoń Szczecin,. 66   ,67,650000,2000,RB,Right,False
T. Naylor,tOM NAYLOR,1991-06-28,Portsmouth,. 66   ,67,650000,4000,LDM,Right,False
Fábio,fábio szymonek,1990-05-11,CD Aves,. 66   ,67,525000,3000,SUB,Right,False
A. Jung,ANTHONY JUNG,1991-11-03,Brøndby IF,. 66   ,67,650000,6000,LB,Left,False
V. Agardius,VIKTOR AGARDIUS,1989-10-23,Kalmar FF,. 66   ,67,600000,1000,LWB,Left,False
A. Blomqvist,andreas blomqvist,1992-05-05,IFK Norrköping,. 66   ,67,725000,3000,SUB,Right,False
P. Frick,per frick,1992-04-14,IF Elfsborg,. 66   ,67,750000,2000,SUB,Right,False
J. Correa,josé érik correa villero,1992-07-20,Alianza Petrolera,. 66   ,67,775000,1000,ST,Left,False
P. González,Pablo gonzález,1992-07-07,Puebla FC,. 66   ,67,750000,3000,RCM,Right,False
Pablo Valcarce,pablo valcarce vidal,1993-02-03,SD Ponferradina,. 66   ,67,750000,3000,LM,Left,False
F. Evangelista,fernando evangelista iglesias,1991-10-21,Club Atlético Aldosivi,. 66   ,67,650000,3000,SUB,Left,False
P. Göbel,patrick göbel,1993-07-08,Hallescher FC,. 66   ,67,675000,2000,RM,Right,False
Q. Moll,quirin moll,1991-01-21,TSV 1860 München,. 66   ,67,650000,1000,SUB,Right,False
M. Lackner,markus lackner,1991-04-05,SK Sturm Graz,. 66   ,67,650000,6000,SUB,Right,False
Kwon Kyung Won,권경원 权敬源,1992-01-31,Jeonbuk Hyundai Motors,. 66   ,67,650000,3000,RES,Left,False
R. Gabriel,reuben shalu gabriel,1990-09-25,Abha Club,. 66   ,67,650000,6000,CDM,Right,False
F. Milo,fEDERICO MILO,1992-01-10,Unión de Santa Fe,. 66   ,67,650000,4000,SUB,Left,False
Michael Pinto,Michael  gonçalves pinto,1993-06-04,Fortuna Sittard,. 66   ,67,650000,4000,LB,Left,False
S. Lizana,santiago lizana,1992-09-30,CD Palestino,. 66   ,67,750000,2000,SUB,Right,False
E. Assifuah,ebenezer assifuah,1993-07-03,Le Havre AC,. 66   ,67,775000,3000,SUB,Right,False
C. Rivas,CARLOS RIVAS,1991-08-22,Patriotas Boyacá FC,. 66   ,67,750000,1000,LM,Right,False
K. Nagasawa,長泽 和明,1991-12-16,Urawa Red Diamonds,. 66   ,67,725000,4000,SUB,Right,False
T. Akindele,tesho akindele,1991-08-30,Orlando City SC,. 66   ,67,750000,3000,ST,Right,False
N. Hagglund,NICK HAGGLUND,1992-09-14,FC Cincinnati,. 66   ,67,675000,2000,SUB,Right,False
F. Viáfara,FABIÁN ALEXIS VIÁFARA ALARCÓN,1992-03-16,Deportivo Pasto,. 66   ,67,650000,1000,RB,Right,False
F. Görgülü,Ferhat görgülü,1991-10-28,FC Emmen,. 66   ,67,650000,2000,SUB,Left,False
L. Guaycochea,luciano guaycochea,1992-04-24,Alianza Petrolera,. 66   ,67,725000,1000,CAM,Right,False
N. Yeri,NAHUEL YERI,1991-09-12,Club Atlético Aldosivi,. 66   ,67,725000,4000,SUB,Right,False
L. Berry,LUKE BERRY,1992-07-12,Luton Town,. 66   ,67,750000,5000,SUB,Right,False
M. Orihuela,Matías orihuela,1992-02-11,Newell's Old Boys,. 66   ,67,650000,5000,RES,Left,False
A. Diop,Amidou diop,1992-02-25,Kristiansund BK,. 66   ,67,725000,2000,RCM,Right,False
E. Janža,ERIK JANŽA,1993-06-21,Górnik Zabrze,. 66   ,67,650000,2000,LB,Left,False
M. El-Shenawy,MOHAMED EL-SHENAWY,1988-12-18,Egypt,. 66   ,67,0,0,,Right,False
C. Gonzáles,Christofer gonzáles,1992-10-12,Peru,. 66   ,67,0,0,,Right,False
Lukian,Lukian araújo almeida,1991-09-21,Júbilo Iwata,. 66   ,67,750000,3000,LS,Right,False
R. Swete,rene swete,1990-06-01,TSV Hartberg,. 66   ,67,525000,2000,GK,Left,False
Arthur Henrique,Arthur henrique peixoto dos santos,1994-05-17,Gil Vicente FC,. 66   ,67,675000,3000,LW,Left,False
R. Izumi,和泉 竜司,1993-11-06,Nagoya Grampus,. 66   ,67,775000,3000,LM,Right,False
A. Fukuta,福田 晃斗,1992-05-01,Sagan Tosu,. 66   ,67,725000,2000,SUB,Right,False
D. Vega,deyver vega,1992-09-19,Vålerenga Fotball,. 66   ,67,750000,2000,RM,Left,False
J. Leiva,juan andrés leiva mieres,1993-11-11,Unión La Calera,. 66   ,67,750000,1000,RCM,Left,False
S. Pérez,sebastián andrés perez kirby,1990-09-02,Deportes Iquique,. 66   ,67,550000,1000,GK,Right,False
L. Strizzolo,Luca strizzolo,1992-04-29,Pordenone,. 66   ,67,750000,1000,LS,Right,False
N. Butzen,nils butzen,1993-04-02,FC Hansa Rostock,. 66   ,67,750000,2000,RB,Right,False
I. Maela,Innocent maela,1992-08-14,Orlando Pirates,. 66   ,67,650000,1000,LB,Left,False
D. Gomis,david cafimipon gomis,1992-12-21,Clermont Foot 63,. 66   ,67,750000,2000,LM,Right,False
F. Viteritti,Fabio viteritti,1993-05-22,FSV Zwickau,. 66   ,67,750000,1000,CAM,Right,False
S. Pittman,Scott pittman,1992-07-09,Livingston FC,. 66   ,67,750000,3000,CAM,Right,False
M. Álvarez,Milton álvarez,1989-01-26,Independiente,. 66   ,67,500000,4000,SUB,Left,False
A. Batsula,andriy batsula,1992-02-06,KV Kortrijk,. 66   ,67,650000,4000,SUB,Left,False
D. Lazăr,DAVID LAZĂR,1991-08-08,Astra Giurgiu,. 66   ,67,525000,2000,GK,Right,False
J. Doriado,Jhonathan doriado,1989-07-14,Ecuador,. 66   ,67,0,0,,Right,False
S. Miakushko,sERHII MIAKUSHKO,1993-04-15,AD Alcorcón,. 66   ,67,750000,3000,SUB,Right,False
M. Gilks,matt gilks,1982-06-04,Fleetwood Town,. 66   ,66,70000,2000,SUB,Right,False
S. Kulovits,STEFAN KULOVITS,1983-04-19,SV Sandhausen,. 66   ,66,140000,2000,RES,Right,False
D. Braaten,DANIEL  OMOYA BRAATEN,1982-05-25,Stabæk Fotball,. 66   ,66,220000,1000,RS,Right,False
A. Mannus,Alan mannus,1982-05-19,Shamrock Rovers,. 66   ,66,70000,1000,GK,Right,False
D. Martin,David edward martin,1986-01-22,West Ham United,. 66   ,66,350000,14000,RES,Right,False
S. Whittaker,STEVEN WHITTAKER,1984-06-16,Hibernian,. 66   ,66,180000,2000,RB,Right,False
E. Gülüm,ERSAN ADEM GÜLÜM,1987-05-17,Western United FC,. 66   ,66,425000,1000,LCB,Left,False
L. Michel,luis ernesto michel vergara,1979-07-21,Club Tijuana,. 66   ,66,70000,3000,SUB,Right,False
G. Loovens,Glenn loovens,1983-10-22,Sunderland,. 66   ,66,200000,3000,SUB,Left,False
H. Sogahata,曾端 准,1979-08-02,Kashima Antlers,. 66   ,66,70000,1000,SUB,Right,False
A. Baptiste,ALEX  BAPTISTE,1986-01-31,Doncaster Rovers,. 66   ,66,300000,4000,SUB,Right,False
J. Thomsen,JOHNNY JUUL THOMSEN,1982-02-26,Randers FC,. 66   ,66,120000,3000,RB,Right,False
C. Schwegler,Christian schwegler,1984-06-06,FC Luzern,. 66   ,66,180000,3000,RB,Right,False
H. Hauger,HENNING HAUGER,1985-07-17,Strømsgodset IF,. 66   ,66,325000,2000,CDM,Right,False
J. Absalonsen,JOHAN ABSALONSEN,1985-09-16,SønderjyskE,. 66   ,66,400000,4000,LW,Left,False
G. Evans,Gareth evans,1988-04-26,Portsmouth,. 66   ,66,575000,4000,SUB,Right,False
J. Bjørdal,JOHAN LÆDRE BJØRDAL,1986-05-05,Vålerenga Fotball,. 66   ,66,300000,2000,LCB,Right,False
D. Marney,dean marney,1984-01-31,Fleetwood Town,. 66   ,66,270000,3000,SUB,Right,False
S. Henderson,Stephen henderson,1988-05-02,Crystal Palace,. 66   ,66,425000,10000,SUB,Right,False
D. Bičík,david bičík,1981-04-06,Sparta Praha,. 66   ,66,70000,1000,SUB,Right,False
D. Pratley,Darren pratley,1985-04-22,Charlton Athletic,. 66   ,66,325000,5000,LDM,Right,False
A. Jaakkola,ANSSI JAAKKOLA,1987-03-13,Bristol Rovers,. 66   ,66,400000,3000,GK,Right,False
M. Sadler,MATTHEW SADLER,1985-02-26,Walsall,. 66   ,66,240000,5000,LCB,Left,False
A. McCormack,Alan mccormack,1984-01-10,Northampton Town,. 66   ,66,200000,4000,SUB,Right,False
B. Alnwick,BEN ALNWICK,1987-01-01,Bolton Wanderers,. 66   ,66,400000,2000,SUB,Right,False
O. Arellano,OMAR ARELLANO RIVERÓN,1987-06-18,Querétaro,. 66   ,66,500000,4000,SUB,Right,False
J. Demetriou,jason demetriou,1987-11-18,Southend United,. 66   ,66,475000,3000,SUB,Right,False
N. Adams,Nicky adams,1986-10-16,Northampton Town,. 66   ,66,500000,6000,RM,Right,False
F. Nordkvelle,FREDRIK NORDKVELLE,1985-09-13,Odds BK,. 66   ,66,375000,2000,LCM,Right,False
S. Whalley,Shaun james whalley,1987-08-07,Shrewsbury,. 66   ,66,575000,3000,SUB,Right,False
M. Connolly,MATTHEW CONNOLLY,1987-09-24,Cardiff City,. 66   ,66,475000,8000,RES,Right,False
A. Grant,ANTHONY GRANT,1987-06-04,Shrewsbury,. 66   ,66,425000,3000,SUB,Right,False
H. Mendoza,Humberto antonio mendoza quiñónez,1984-10-02,Envigado FC,. 66   ,66,240000,1000,LCB,Right,False
I. Khalili,iMAD KHALILI,1987-04-03,Hammarby IF,. 66   ,66,500000,2000,SUB,Left,False
O. Hoban,ovidiu ștefan hoban,1982-12-27,CFR Cluj,. 66   ,66,140000,3000,SUB,Right,False
S. Rasswalder,Siegfried Rasswalder,1987-05-13,TSV Hartberg,. 66   ,66,400000,3000,SUB,Left,False
A. Bruce,alex bruce,1984-09-28,Kilmarnock,. 66   ,66,240000,2000,SUB,Right,False
M. Hughes,Mark hughes,1986-12-09,Accrington Stanley,. 66   ,66,425000,2000,LCB,Right,False
A. Hammill,Adam hammill,1988-01-25,Scunthorpe United,. 66   ,66,575000,6000,LM,Right,False
D. Guthrie,Danny  guthrie,1987-04-18,Walsall,. 66   ,66,475000,6000,CM,Right,False
P. Hartley,Peter hartley,1988-04-03,Motherwell,. 66   ,66,475000,2000,SUB,Left,False
O. Fôn Williams,owain fôn williams,1987-03-17,Hamilton Academical FC,. 66   ,66,400000,2000,GK,Right,False
B. Hamer,BEN HAMER,1987-11-20,Derby County,. 66   ,66,425000,6000,SUB,Right,False
M. Little,mark little,1988-08-20,Bristol Rovers,. 66   ,66,500000,3000,RB,Right,False
J. McKeown,james mckeown,1989-07-24,Grimsby Town,. 66   ,66,450000,3000,GK,Right,False
S. MacDonald,SHAUN MACDONALD,1988-06-17,Rotherham United,. 66   ,66,475000,4000,RCM,Right,False
R. O'Donovan,roy o'donovan,1985-08-10,Brisbane Roar,. 66   ,66,400000,2000,ST,Right,False
L. López,leobardo lópez garcía,1983-09-04,Tiburones Rojos de Veracruz,. 66   ,66,200000,2000,SUB,Right,False
Linares,Miguel linares cólera,1982-09-30,Real Zaragoza,. 66   ,66,230000,3000,SUB,Right,False
L. Craig,LIAM CRAIG,1986-12-27,St. Johnstone FC,. 66   ,66,475000,3000,LCM,Left,False
Juan Carlos,juan carlos sánchez martínez,1987-07-27,CD Numancia,. 66   ,66,425000,3000,SUB,Right,False
T. Mikkelsen,TOBIAS PILEGAARD MIKKELSEN,1986-09-18,Helsingborgs IF,. 66   ,66,500000,1000,SUB,Right,False
J. Toivio,joona toivio,1988-03-10,BK Häcken,. 66   ,66,475000,2000,RCB,Right,False
R. Schwartz,Ronnie schwartz nielsen,1989-08-29,Silkeborg IF,. 66   ,66,650000,4000,LS,Right,False
N. Maynard,nicky maynard,1986-12-11,Mansfield Town,. 66   ,66,525000,7000,LS,Right,False
C. Lines,chris lines,1985-11-30,Northampton Town,. 66   ,66,375000,6000,LDM,Right,False
M. Pesenti,MASSIMILIANO PESENTI,1987-04-13,Pisa,. 66   ,66,525000,1000,SUB,Left,False
G. Bindi,Giacomo bindi,1987-01-02,Pordenone,. 66   ,66,400000,1000,GK,Right,False
C. Del Grosso,cristiano del grosso,1983-03-24,Pescara,. 66   ,66,120000,1000,LB,Left,False
N. Law,NICKY LAW,1988-03-29,Exeter City,. 66   ,66,575000,4000,LM,Right,False
C. Gunter,chris gunter,1989-07-21,Reading,. 66   ,66,525000,6000,RES,Right,False
J. Horn,Jørgen horn,1987-06-07,Sarpsborg 08 FF,. 66   ,66,425000,2000,RES,Right,False
J. Bornstein,JONATHAN REY BORNSTEIN,1984-11-07,Chicago Fire,. 66   ,66,230000,2000,LB,Left,False
R. Boguski,RAFAŁ BOGUSKI,1984-06-09,Wisła Kraków,. 66   ,66,280000,2000,LCM,Right,False
Kim Chang Soo,김창수 金昌洙,1985-09-12,Ulsan Hyundai FC,. 66   ,66,290000,2000,SUB,Right,False
A. Rooney,ADAM ROONEY,1988-04-21,Salford City,. 66   ,66,575000,7000,RS,Right,False
J. Zavala,JESÚS EDUARDO ZAVALA CASTAÑEDA,1987-07-21,Puebla FC,. 66   ,66,475000,3000,LCM,Right,False
R. Åhman Persson,Robert åhman persson,1987-03-26,IK Sirius,. 66   ,66,425000,2000,SUB,Left,False
M. Konrad,Manuel konrad,1988-04-14,KFC Uerdingen 05,. 66   ,66,475000,3000,SUB,Right,False
S. Glarner,stefan glarner,1987-11-21,FC Thun,. 66   ,66,475000,4000,RB,Right,False
K. Özer,KENAN ÖZER,1987-08-16,Gazişehir Gaziantep F.K.,. 66   ,66,575000,4000,RM,Right,False
D. Soddimo,danilo soddimo,1987-09-27,US Cremonese,. 66   ,66,550000,1000,SUB,Right,False
M. Lekven,Magnus lekven,1988-01-13,Vålerenga Fotball,. 66   ,66,550000,2000,RCM,Right,False
K. Cissé,Karamoko cissé,1988-11-14,Hellas Verona,. 66   ,66,625000,5000,RES,Right,False
J. Harvey,jORDAN HARVEY,1984-01-28,Los Angeles FC,. 66   ,66,180000,2000,LB,Left,False
David Caiado,david caiado dias,1987-05-02,FC Hermannstadt,. 66   ,66,500000,3000,LM,Right,False
N. Mihaylov,nikolay mihaylov,1988-06-28,Bulgaria,. 66   ,66,0,0,,Right,False
J. Juelsgård,jesper juelsgård kristensen,1989-01-26,Aarhus GF,. 66   ,66,525000,4000,LCB,Left,False
T. Rowe,tommy rowe,1988-09-24,Bristol City,. 66   ,66,600000,12000,LB,Left,False
C. Seitz,Chris seitz,1987-03-12,DC United,. 66   ,66,400000,2000,SUB,Right,False
L. Grimi,LEANDRO DAMIÁN MARCELO GRIMI,1985-02-09,Newell's Old Boys,. 66   ,66,230000,5000,SUB,Left,False
S. Ito,伊藤 翔,1988-07-24,Kashima Antlers,. 66   ,66,625000,3000,RS,Right,False
H. Jele,happy jele,1987-01-01,Orlando Pirates,. 66   ,66,425000,1000,LCB,Right,False
R. Munsy,ridge munsy,1989-07-09,FC Thun,. 66   ,66,650000,5000,RS,Right,False
M. Morganella,michel morganella,1989-05-17,Livorno,. 66   ,66,600000,1000,SUB,Right,False
B. Kopplin,bJÖRN KOPPLIN,1989-01-07,Randers FC,. 66   ,66,500000,4000,RM,Right,False
N. Schouterden,NILS SCHOUTERDEN,1988-12-14,KAS Eupen,. 66   ,66,600000,4000,SUB,Left,False
A. Durante,Andrew durante,1982-05-03,Western United FC,. 66   ,66,130000,1000,CB,Right,False
B. Knighton,Brad knighton,1985-02-06,New England Revolution,. 66   ,66,280000,2000,SUB,Right,False
P. Haglund,PHILIP HAGLUND,1987-03-22,IK Sirius,. 66   ,66,525000,2000,RS,Right,False
K. Ceesay,Kebba ceesay,1987-11-14,IK Sirius,. 66   ,66,475000,2000,LCB,Right,False
R. Armand,romain armand,1987-02-27,Paris FC,. 66   ,66,525000,3000,ST,Right,False
Yang Cheng,杨程,1985-10-11,Hebei China Fortune FC,. 66   ,66,350000,3000,SUB,Right,False
Wang Yongpo,王永珀,1987-01-19,Shanghai Greenland Shenhua FC,. 66   ,66,475000,5000,RES,Right,False
L. Noriega,luis noriega,1985-04-17,Puebla FC,. 66   ,66,325000,3000,SUB,Right,False
J. Huyghebaert,Jérémy huyghebaert,1989-01-07,Royal Excel Mouscron,. 66   ,66,500000,4000,SUB,Left,False
Zhao Mingjian,赵明剑,1987-11-22,Dalian YiFang FC,. 66   ,66,475000,4000,SUB,Right,False
S. Davies,sCOTT DAVIES,1987-02-23,Tranmere Rovers,. 66   ,66,400000,2000,GK,Right,False
M. Baudry,MATHIEU BAUDRY,1988-02-24,Swindon Town,. 66   ,66,475000,5000,RCB,Right,False
A. Redmayne,andrew redmayne,1989-01-13,Sydney FC,. 66   ,66,425000,2000,GK,Right,False
E. Domaschke,Erik domaschke,1985-11-11,SV Meppen,. 66   ,66,350000,1000,GK,Right,False
M. Kobras,martin kobras,1986-06-19,SCR Altach,. 66   ,66,350000,3000,GK,Right,False
V. Muratori,Vincent muratori,1987-08-03,AS Nancy Lorraine,. 66   ,66,475000,2000,LB,Left,False
R. Feltscher,rOLF GÜNTHER FELTSCHER MARTÍNEZ,1990-10-06,LA Galaxy,. 66   ,66,550000,3000,RB,Right,False
A. Jacobsen,anders k. jacobsen,1989-10-27,Odense Boldklub,. 66   ,66,650000,5000,SUB,Right,False
J. Rask,JESPER RASK,1988-07-18,Hobro IK,. 66   ,66,425000,3000,GK,Right,False
K. Bru,KÉVIN BRU,1988-12-12,Dinamo Bucureşti,. 66   ,66,600000,3000,CAM,Right,False
A. Judge,ALAN JUDGE,1988-11-11,Ipswich Town,. 66   ,66,600000,5000,SUB,Right,False
Y. Thuram,Yohann thuram-ulien,1988-10-31,Le Mans FC,. 66   ,66,425000,1000,GK,Right,False
J. Goossens,John goossens,1988-07-25,ADO Den Haag,. 66   ,66,600000,3000,SUB,Left,False
A. Auassar,ADIL AUASSAR,1986-10-06,Sparta Rotterdam,. 66   ,66,425000,3000,CDM,Left,False
T. Teniste,TAIJO TENISTE,1988-01-31,SK Brann,. 66   ,66,475000,2000,RB,Right,False
A. Sanaia,AMIRAN SANAIA,1989-09-03,Rodez Aveyron Football,. 66   ,66,525000,2000,LCB,Right,False
S. Scannell,Sean scannell,1990-09-17,Bradford City,. 66   ,66,650000,6000,RM,Right,False
T. Breukers,Tim breukers,1987-11-04,Heracles Almelo,. 66   ,66,475000,2000,SUB,Right,False
D. Swanson,DANNY SWANSON,1986-12-28,St. Johnstone FC,. 66   ,66,500000,3000,CAM,Right,False
M. Godden,Matt godden,1991-07-29,Coventry City,. 66   ,66,675000,4000,ST,Right,False
Kim Ho Jun,김호준 金浩军,1984-06-21,Gangwon FC,. 66   ,66,170000,1000,GK,Right,False
D. Romo,jAVIER DARÍO ROMO BARRÓN,1988-01-06,Querétaro,. 66   ,66,425000,3000,SUB,Right,False
G. Masucci,GAETANO MASUCCI,1984-10-26,Pisa,. 66   ,66,350000,1000,RW,Right,False
N. Rnić,nEMANJA RNIĆ,1984-09-30,Wolfsberger AC,. 66   ,66,240000,4000,LCB,Right,False
M. Marconi,MICHELE MARCONI,1989-05-13,Pisa,. 66   ,66,625000,1000,SUB,Right,False
J. Baxter,JOSÉ BAXTER,1992-02-07,Plymouth Argyle,. 66   ,66,675000,6000,SUB,Right,False
J. Ekstrand,Joel ekstrand,1989-02-04,AIK,. 66   ,66,525000,3000,SUB,Right,False
J. Skjelvik,JØRGEN SKJELVIK,1991-07-05,LA Galaxy,. 66   ,66,575000,2000,LB,Left,False
G. McCleary,garath mccleary,1987-05-15,Reading,. 66   ,66,500000,7000,RES,Right,False
C. Telo,CHRISTOPHER TELO,1989-11-04,IFK Norrköping,. 66   ,66,525000,3000,SUB,Right,False
U. Eusepi,umberto eusepi,1989-01-09,Pisa,. 66   ,66,625000,1000,SUB,Right,False
M. Sema,maic sema,1988-12-02,IFK Norrköping,. 66   ,66,625000,3000,SUB,Right,False
D. Daube,DENNIS DAUBE,1989-07-11,KFC Uerdingen 05,. 66   ,66,625000,3000,RES,Right,False
Ríos Reina,JOSÉ ANTONIO RÍOS REINA,1990-05-10,SD Ponferradina,. 66   ,66,525000,3000,LB,Left,False
F. Bombagi,Francesco bombagi,1989-09-07,Pordenone,. 66   ,66,625000,1000,SUB,Right,False
J. Devitt,JAMIE DEVITT,1990-07-06,Blackpool,. 66   ,66,650000,4000,SUB,Right,False
M. Budziński,marcin budziński,1990-07-06,Arka Gdynia,. 66   ,66,575000,2000,SUB,Right,False
R. Ruiter,robbin ruiter,1987-03-25,PSV,. 66   ,66,400000,4000,RES,Right,False
W. Moke,Wilfred moke,1988-02-12,MKE Ankaragücü,. 66   ,66,475000,6000,RDM,Right,False
N. Toko,TOKO NZUZI BUNDEBELE,1990-11-20,IFK Göteborg,. 66   ,66,650000,2000,SUB,Right,False
Óscar Sielva,óscar sielva moreno,1991-08-06,SD Ponferradina,. 66   ,66,650000,3000,RDM,Right,False
D. Gustafsson,DANIEL GUSTAFSSON,1990-08-29,Lillestrøm SK,. 66   ,66,650000,2000,RM,Right,False
C. Dorda,CHRISTIAN DORDA,1988-12-06,KFC Uerdingen 05,. 66   ,66,500000,3000,LB,Left,False
D. Andrew,dANIEL KENNY ANDREW,1990-12-23,Fleetwood Town,. 66   ,66,550000,3000,LB,Left,False
M. N'Diaye,MAMOUTOU N'DIAYE,1990-03-15,Dinamo Bucureşti,. 66   ,66,550000,3000,RES,Right,False
I. Armaş,IGOR ARMAŞ,1987-07-14,FC Voluntari,. 66   ,66,475000,2000,LCB,Left,False
M. Holgersson,Markus holgersson,1985-04-12,Helsingborgs IF,. 66   ,66,240000,1000,RB,Right,False
M. Hornschuh,Marc hornschuh,1991-03-02,FC St. Pauli,. 66   ,66,575000,5000,RCB,Right,False
A. DeLaGarza,ADOLPH JOSEPH DELAGARZA,1987-11-04,Houston Dynamo,. 66   ,66,475000,2000,RB,Right,False
